PISTA;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
5500;16600;16500;16400;16300;16200;16100;16000;15900;15800;15700;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13500
5625;16550;16450;16350;16250;16150;16050;15950;15850;15750;15650;15550;15450;15350;15250;15150;15050;14950;14850;14750;14650;14550;14450;14350;14250;14150;14050;13950;13850;13750;13600;13450
5750;16500;16400;16300;16200;16100;16000;15900;15800;15700;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13500;13400
5875;16450;16350;16250;16150;16050;15950;15850;15750;15650;15550;15450;15350;15250;15150;15050;14950;14850;14750;14650;14550;14450;14350;14250;14150;14050;13950;13850;13750;13600;13450;13350
6000;16400;16300;16200;16100;16000;15900;15800;15700;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13500;13400;13300
6125;16300;16250;16150;16050;15950;15850;15750;15650;15550;15450;15350;15250;15150;15050;14950;14850;14750;14650;14550;14450;14350;14250;14150;14050;13950;13850;13750;13600;13450;13350;13250
6250;16200;16200;16100;16000;15900;15800;15700;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13500;13400;13300;13200
6375;16100;16050;15950;15850;15750;15650;15550;15450;15350;15250;15150;15050;14950;14850;14750;14650;14550;14450;14350;14250;14150;14050;13950;13850;13750;13650;13550;13400;13300;13200;13100
6500;16000;15900;15800;15700;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000
6625;15925;15850;15750;15650;15550;15450;15350;15250;15150;15050;14950;14850;14750;14650;14550;14450;14350;14250;14150;14050;13950;13850;13750;13650;13550;13450;13350;13250;13150;13050;12950
6750;15850;15800;15700;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900
6875;15800;15700;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12750
7000;15750;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12600
7125;15675;15550;15450;15350;15250;15150;15050;14950;14850;14750;14650;14550;14450;14350;14250;14150;14050;13950;13850;13750;13650;13550;13450;13350;13250;13150;13050;12950;12850;12750;12600
7250;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600
7375;15550;15450;15350;15250;15150;15050;14950;14850;14750;14650;14550;14450;14350;14250;14150;14050;13950;13850;13750;13650;13550;13450;13350;13250;13150;13050;12950;12850;12750;12650;12550
7500;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500
7625;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400
7750;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300
7875;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300;12200
8000;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300;12200;12100
8125;15025;14950;14850;14750;14650;14550;14450;14350;14250;14150;14050;13950;13850;13750;13650;13550;13450;13350;13250;13150;13050;12950;12850;12750;12650;12550;12450;12350;12250;12150;12050
8250;14950;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300;12200;12100;12000
8375;14875;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300;12200;12100;12000;11900
8500;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300;12200;12100;12000;11900;11800
8625;14775;14650;14550;14450;14350;14250;14150;14050;13950;13850;13750;13650;13550;13450;13350;13250;13150;13050;12950;12850;12750;12650;12550;12450;12350;12250;12150;12050;11950;11850;11750
8750;14750;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300;12200;12100;12000;11900;11800;11700
8875;14625;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12250;12150;12050;11950;11850;11750;11650;11550
9000;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300;12100;12000;11900;11800;11700;11600;11500;11400
9500;14250;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300;12200;12100;12000;11900;11800;11700;11600;11500;11400;11300
10000;13800;13700;13600;13500;13400;13300;13200;13100;13000;12900;12800;12700;12600;12500;12400;12300;12200;12100;12000;11900;11800;11700;11600;11500;11400;11300;11200;11100;11000;10900;10800
BOG;15600;15500;15400;15300;15200;15100;15000;14900;14800;14700;14600;14500;14400;14300;14200;14100;14000;13900;13800;13700;13600;13500;13400;13300;;;;;;;
